system:time_start,LST_Day_1km
"Nov 15, 2017","15,182.5"
"Nov 16, 2017","15,353.863"
"Nov 17, 2017",
"Nov 18, 2017",
"Nov 19, 2017","15,228.464"
"Nov 20, 2017","15,508.28"
"Nov 21, 2017","15,522.947"
"Nov 22, 2017","15,507.446"
"Nov 23, 2017","15,420.592"
"Nov 24, 2017",
"Nov 25, 2017","15,076.549"
"Nov 26, 2017",
"Nov 27, 2017","15,528.491"
"Nov 28, 2017","15,408.696"
"Nov 29, 2017","15,496.022"
"Nov 30, 2017",
"Dec 1, 2017","15,427.036"
"Dec 2, 2017","15,721.978"
"Dec 3, 2017",
"Dec 4, 2017","15,728.56"
"Dec 5, 2017","15,375.83"
"Dec 6, 2017","15,589.201"
"Dec 7, 2017","15,573.31"
"Dec 8, 2017","15,307.531"
"Dec 9, 2017","15,332.871"
"Dec 10, 2017",
"Dec 11, 2017","15,511.198"
"Dec 12, 2017","15,464.842"
"Dec 13, 2017","15,699.004"
"Dec 14, 2017","15,372.824"
"Dec 15, 2017","15,543.057"
"Dec 16, 2017","15,728.767"
"Dec 17, 2017",
"Dec 18, 2017","15,599.629"
"Dec 19, 2017",
"Dec 20, 2017","15,755.538"
"Dec 21, 2017","15,318.054"
"Dec 22, 2017","15,484.263"
"Dec 23, 2017","15,621.918"
"Dec 24, 2017","15,384.269"
"Dec 25, 2017",
"Dec 26, 2017",
"Dec 27, 2017","15,864.112"
"Dec 28, 2017","15,555.623"
"Dec 29, 2017","15,815.391"
"Dec 30, 2017","15,233.668"
"Dec 31, 2017","15,666.561"
"Jan 1, 2018","15,746.818"
"Jan 2, 2018",
"Jan 3, 2018",
"Jan 4, 2018",
"Jan 5, 2018",
"Jan 6, 2018",
"Jan 7, 2018","15,138.227"
"Jan 8, 2018","15,691.73"
"Jan 9, 2018","15,560.17"
"Jan 10, 2018","15,667.848"
"Jan 11, 2018",
"Jan 12, 2018","15,626.697"
"Jan 13, 2018","15,327.982"
"Jan 14, 2018","15,598.275"
"Jan 15, 2018","15,695.471"
"Jan 16, 2018","15,629.317"
"Jan 17, 2018","15,818.169"
"Jan 18, 2018","15,538.912"
